,query
6945,what 2010 action movie features angelina jolie as a cia agent on the run after being accused of being a russian spy
6946,what 2010 allen coulter romantic drama centered on two new lovers played by robert pattinson and emilie de ravin
6947,what 2010 american supernatural film featured a group of strangers including arch angel micheal fighting for the fate of humanity
6948,what 2010 andy tennant romantic comedy starred jennifer aniston gerard butler gio perez and joel garland
6949,what 2010 animated comedy centered around a criminal mastermind who uses a trio of girls as pawns for a grand scheme
6950,what 2010 brian levant film starred jackie chan amber valletta billy ray cyrus and madeline carroll
6951,what 2010 comedy is about a record company intern hired to accompany an out of control british rock star
6952,what 2010 drama centered on the efforts of joan and aileen crowley to find a researcher who might develop a cure for their children s rare genetic disorder
6953,what 2010 fantasy adventure film stars jay baruchel in the titular role and nicholas cage as his mentor
6954,what 2010 garry marshall romantic comedy starred julia roberts jamie foxx anne hathaway and jessica alba
6955,what 2010 horror sequal shows the haunting of a home in carlsbad california
6956,what 2010 horror thriller centered around a troubled evangelical minister agreeing to be filmed by a documentary crew
6957,what 2010 james mangold film is the story of a girl who gets mixed up with a spy trying to clear his name
6958,what 2010 jay roach comedy starred steve carell paul rudd stephanie szostak and zack galifiankis
6959,what 2010 jim field smith romantic comedy starred jay baruchel alice eve t j miller and mike vogel
6960,what 2010 jon turteltaub movie starred nicolas cage jay baruchel alfred molina and teresa palmer
6961,what 2010 jorma taccone action comedy starred will forte kristen wiig val kilmer and ryan phillippe
6962,what 2010 los angeles based sci fi thriller features eric balfor donald faison brittany daniel and scottie thompson
6963,what 2010 mike mitchell animated film starred the voices of mike myers cameron diaz and eddie murphy
6964,what 2010 monster film directed by joe johnston won an academy award for best makeup
6965,what 2010 movie centered around the inhabitants of a small iowa town plagued by insanity
6966,what 2010 movie centers around a cia special forces team that was betrayed and left for dead by their superiors
6967,what 2010 movie features the story of a 1973 triple crown winner
6968,what 2010 movie featuring diane lane and john malkovich used the tag line the impossible true story
6969,what 2010 movie finds superhero alter ego tony stark once again battling evil and saving the day
6970,what 2010 paul w s anderson movie features milla jovovich out to destroy the umbrella corporation
6971,what 2010 peter weir historical drama starred jim sturgess ed harris colin farrell and mark strong
6972,what 2010 peter weir movie features siberian gulag escapees walking over land 4 000 miles to freedom in india
6973,what 2010 rob reiner romantic comedy depicts two totally opposite eighth graders as they start to have feeling for one another
6974,what 2010 robert luketic romantic comedy starred katherine heigl ashton kutcher tom selleck and catherine o hara
6975,what 2010 robert redford historic crime drama starred robin wright james mcavoy and tom wilkinson
6976,what 2010 robert schwentke film starred bruce willis helen mirren morgan freeman and mary louise parker
6977,what 2010 romantic comedy centered around a man s realization that he was the sperm donor for his best friend s son
6978,what 2010 romantic comedy centered on a guy and a girl in a cross country relationship
6979,what 2010 romantic comedy centers around two single adults becoming caregivers to an orphaned girl when their mutual best friends die in an accident
6980,what 2010 romantic comedy depicts a physical therapist falling for the basketball player she is helping
6981,what 2010 romantic comedy features a new york city couple turning their usually dull lives in for a few thrills
